text_a;text_b;is_true;explanation;difficulty;is_active
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoln indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « i » a été remplacé par « l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Mehdi Valette, LU-878-CN, 1 allée des Pins;Mehdi Valette, LU-878-CN, 1 allée des Pins;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio gris, plaque KG-536-PC, vu le 14/05/2026 à 14h30.;Signalement : Renault Clio gris. plaque KG-536-PC, vu le 14/05/2026 à 14h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Noam Roche, NC-579-RJ, 36 boulevard Carnot;Noam Roche, NC-579-RJ, 36 bou5evard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 30 : « l » devient « 5 ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Toyota Yaris blanc, plaque TW-121-TW, vu le 25/01/2026 à 17h45.;Signalement : Toyota Yaris blanc, plaque TW-121-TW, vu le 25/01/2026 à 17h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Lina Perrin, RT-622-YK, 10 boulevard Carnot;Lina Perrin, RT-622-YK, 10 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Ford Focus noir, plaque BS-327-NW, vu le 19/03/2026 à 20h45.;Signalement : Ford Focus noir. plaque BS-327-NW, vu le 19/03/2026 à 20h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Élise Roche, GR-318-AK, 33 allée des Pins;Élise Roche, GR-318-AK, 33 allée des Pins;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio blanc, plaque KW-263-FQ, vu le 14/05/2026 à 20h15.;Signalement : Renault Clio blanc, plaque KW-263-FQ, vu le 14/O5/2026 à 20h15.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Clara Roche, OU-164-RF, 90 impasse du Moulin;Clara Roche, OU-164-RF, 90 impasse du MouliA;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 44 : « n » devient « A ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Dacia Duster blanc, plaque SI-426-UN, vu le 23/03/2026 à 14h45.;Signalement : Dacia Duster blanc, plaque SI-426-UN, vu le 23/03/2026 à 14h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Noam Dumas, MR-957-CR, 28 rue des Acacias;Noam Dumas, MR-957-CR, 28 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris blanc, plaque RL-422-AI, vu le 23/03/2026 à 19h45.;Signalement : Toyota Yaris blanc, plaque RL-422-AI, vu le 23/03/2026 à I9h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lucas Valette, ZA-455-JH, 61 boulevard Carnot;Lucas Valette, ZA-455-JH, 61 bo2levard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 32 : « u » devient « 2 ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Peugeot 308 blanc, plaque AK-243-NB, vu le 10/06/2026 à 17h30.;Signalement : Peugeot 308 blanc, plaque AK-243-NB, vu le 10/06/2026 à 17h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Lina Martin, PF-697-XK, 30 allée des Pins;Lina Martin, PF-697-XK, 30 allée des Pins;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster gris, plaque CA-310-LD, vu le 27/04/2026 à 12h30.;Signalement : Dacia Duster gris, plaque CA-3I0-LD, vu le 27/04/2026 à 12h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Élise Valette, AI-921-LW, 37 boulevard Carnot;Élise Valette, AI-921-LW, 37 boulevardRCarnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 39 : «   » devient « R ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Ford Focus blanc, plaque WC-767-KK, vu le 19/03/2026 à 9h15.;Signalement : Ford Focus blanc, plaque WC-767-KK, vu le 19/03/2026 à 9h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Mehdi Martin, XN-637-FG, 63 impasse du Moulin;Mehdi Martin, XN-637-FG, 63 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris blanc, plaque DT-245-LQ, vu le 22/04/2026 à 8h30.;Signalement : Toyota Yaris blanc. plaque DT-245-LQ, vu le 22/04/2026 à 8h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Sarah Martin, UI-243-IY, 78 rue des Acacias;Sarah Martin, UI-243-IY, 78 avenue des Acacias;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « rue » a été remplacé par « avenue ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Ford Focus blanc, plaque QD-824-DZ, vu le 15/06/2026 à 12h05.;Signalement : Ford Focus blanc, plaque QD-824-DZ, vu le 15/06/2026 à 12h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le térnoin indique avoir vu un individu quitter le secteur rue des Acacias à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « m » a été remplacé par « rn ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Yanis Garnier, RA-721-KC, 66 impasse du Moulin;Yanis Garnier, RA-721-KC, 66 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Citroën C3 bleu, plaque CY-595-FB, vu le 21/07/2026 à 7h15.;Signalement : Citroën C3 bleu. plaque CY-595-FB, vu le 21/07/2026 à 7h15.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lucas Bernier, TA-748-SR, 49 boulevard Carnot;Lucas BeVnier, TA-748-SR, 49 boulevard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 9 : « r » devient « V ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Citroën C3 bleu, plaque YW-152-CE, vu le 11/09/2026 à 10h15.;Signalement : Citroën C3 bleu, plaque YW-152-CE, vu le 11/09/2026 à 10h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le tèmoin indique avoir vu un individu quitter le secteur boulevard Carnot à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « é » a été remplacé par « è ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Hugo Lemoine, DZ-923-WL, 90 rue des Acacias;Hugo Lemoine, DZ-923-WL, 90 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 blanc, plaque BG-398-FL, vu le 10/06/2026 à 19h45.;Signalement : Peugeot 308 blanc. plaque BG-398-FL, vu le 10/06/2026 à 19h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Élise Garnier, OK-710-QC, 79 rue des Acacias;Élise Garnier, OK-710-QC, 79 avenue des Acacias;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « rue » a été remplacé par « avenue ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Toyota Yaris noir, plaque SK-839-YC, vu le 16/03/2026 à 7h15.;Signalement : Toyota Yaris noir, plaque SK-839-YC, vu le 16/03/2026 à 7h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Hugo Roche, GO-157-NP, 74 impasse du Moulin;Hugo Roche, GO-157-NP, 74 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 bleu, plaque VN-803-BR, vu le 10/01/2026 à 21h45.;Signalement : Peugeot 3O8 bleu, plaque VN-803-BR, vu le 10/01/2026 à 21h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Hugo Moreau, BM-575-YC, 29 allée des Pins;Hugo Moreau, BM-575-YC, 29Oallée des Pins;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 27 : «   » devient « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Peugeot 308 noir, plaque HF-773-GK, vu le 23/03/2026 à 21h30.;Signalement : Peugeot 308 noir, plaque HF-773-GK, vu le 23/03/2026 à 21h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Lucas Blanc, TK-192-OQ, 36 boulevard Carnot;Lucas Blanc, TK-192-OQ, 36 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster bleu, plaque UR-366-XW, vu le 22/06/2026 à 14h45.;Signalement : Dacia Duster bleu, plaque UR-366-XW, vu le 22/06/2026 à I4h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Hugo Garnier, BC-266-CP, 32 impasse du Moulin;Hugo GarNier, BC-266-CP, 32 impasse du Moulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 9 : « n » devient « N ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Citroën C3 noir, plaque DU-638-HL, vu le 25/06/2026 à 9h45.;Signalement : Citroën C3 noir, plaque DU-638-HL, vu le 25/06/2026 à 9h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur allée des Pins à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Yanis Bernier, BJ-475-ZN, 31 avenue Victor-Hugo;Yanis Bernier, BJ-475-ZN, 31 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster blanc, plaque HA-133-WV, vu le 13/01/2026 à 10h30.;Signalement : Dacia Duster blanc, plaque HA-133-WV, vu le 13/O1/2026 à 10h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lina Martin, SD-530-LN, 17 impasse du Moulin;Lina Martin, SD-530-LN, 17 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris blanc, plaque YG-764-GY, vu le 28/03/2026 à 15h30.;Signalement : Toyota Yaris blanc, plaque YG-764-GY, vu le 28/03/2026 à I5h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lina Bernier, VM-617-OO, 97 boulevard Carnot;LinaEBernier, VM-617-OO, 97 boulevard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 5 : «   » devient « E ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Dacia Duster gris, plaque JY-899-PQ, vu le 17/01/2026 à 20h05.;Signalement : Dacia Duster gris, plaque JY-899-PQ, vu le 17/01/2026 à 20h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoln indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « i » a été remplacé par « l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Mehdi Blanc, XH-520-MI, 48 rue des Acacias;Mehdi Blanc, XH-520-MI, 48 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 bleu, plaque NP-254-RG, vu le 23/06/2026 à 12h15.;Signalement : Peugeot 308 bleu, plaque NP-254-RG, vu le 23/06/2026 à I2h15.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Lucas Lemoine, EW-821-VK, 26 allée des Pins;Lucas Lemoine, EW-821-VK, 2E allée des Pins;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 28 : « 6 » devient « E ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Citroën C3 bleu, plaque JP-193-RG, vu le 13/09/2026 à 14h30.;Signalement : Citroën C3 bleu, plaque JP-193-RG, vu le 13/09/2026 à 14h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Yanis Roche, RB-828-RJ, 42 rue des Acacias;Yanis Roche, RB-828-RJ, 42 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 blanc, plaque GF-737-SJ, vu le 21/03/2026 à 11h45.;Signalement : Peugeot 308 blanc. plaque GF-737-SJ, vu le 21/03/2026 à 11h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Nora Dumas, YG-539-VA, 8 rue des Acacias;Nora Dumas, YG-539-VA, 8 avenue des Acacias;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « rue » a été remplacé par « avenue ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
