module;category;difficulty;sequence_text;prompt;options;answer;explanation;hint;is_active
psychotechnique;suites_logiques;Moyenne;D, H, L, ?, T, X;Quel terme manque ?;"[""P"", ""Q"", ""O"", ""R""]";P;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc P, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « L ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Facile;18, 28, ?, 48, 58, 68;Quel terme manque ?;"[""37"", ""38"", ""41"", ""39""]";38;La règle est une progression arithmétique de +10. Le terme manquant est donc 38, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 28 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +10;true
psychotechnique;suites_logiques;Moyenne;B, ?, F, H, J, L;Quel terme manque ?;"[""C"", ""F"", ""D"", ""E""]";D;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc D, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « B ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;1, 5, 6, ?, 17, 28;Quel terme manque ?;"[""11"", ""16"", ""12"", ""10""]";11;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;43, ?, 33, 28, 23, 18;Quel terme manque ?;"[""39"", ""40"", ""37"", ""38""]";38;La règle est une soustraction constante de 5. Le terme manquant est donc 38, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 43 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;6, 9, 14, 21, 30, ?;Quel terme manque ?;"[""46"", ""40"", ""41"", ""42""]";41;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 41, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 30 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, ?, 6, 9, 15, 24;Quel terme manque ?;"[""2"", ""6"", ""3"", ""4""]";3;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 3, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;15, ?, 35, 45, 55, 65;Quel terme manque ?;"[""26"", ""27"", ""25"", ""24""]";25;La règle est une progression arithmétique de +10. Le terme manquant est donc 25, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +10;true
psychotechnique;suites_logiques;Moyenne;5, ?, 11, 17, 25, 35;Quel terme manque ?;"[""12"", ""8"", ""6"", ""7""]";7;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 7, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;20, 22, 24, 26, ?, 30;Quel terme manque ?;"[""27"", ""28"", ""29"", ""33""]";28;La règle est une progression arithmétique de +2. Le terme manquant est donc 28, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 26 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;A, E, I, M, ?, U;Quel terme manque ?;"[""S"", ""Q"", ""R"", ""P""]";Q;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc Q, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « M ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Facile;3, 15, 75, 375, 1875, ?;Quel terme manque ?;"[""9374"", ""9377"", ""9376"", ""9375""]";9375;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 9375, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 1875 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;3, 7, 15, 31, 63, ?;Quel terme manque ?;"[""127"", ""128"", ""130"", ""126""]";127;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 127, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 63 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;3, 4, 7, 11, ?, 29;Quel terme manque ?;"[""17"", ""19"", ""21"", ""18""]";18;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 18, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;14, 16, 18, 20, ?, 24;Quel terme manque ?;"[""22"", ""21"", ""25"", ""23""]";22;La règle est une progression arithmétique de +2. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 20 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;D, H, L, P, ?, X;Quel terme manque ?;"[""S"", ""V"", ""U"", ""T""]";T;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc T, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « P ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;4, 3, 7, 10, ?, 27;Quel terme manque ?;"[""17"", ""19"", ""16"", ""18""]";17;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 17, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 10 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;16, 18, 20, 22, 24, ?;Quel terme manque ?;"[""26"", ""29"", ""27"", ""25""]";26;La règle est une progression arithmétique de +2. Le terme manquant est donc 26, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 24 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;4, ?, 14, 22, 32, 44;Quel terme manque ?;"[""9"", ""7"", ""10"", ""8""]";8;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, 8, 11, 19, ?, 49;Quel terme manque ?;"[""30"", ""31"", ""29"", ""32""]";30;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 30, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 19 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;11, 15, 19, 23, 27, ?;Quel terme manque ?;"[""31"", ""30"", ""32"", ""36""]";31;La règle est une progression arithmétique de +4. Le terme manquant est donc 31, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 27 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +4;true
psychotechnique;suites_logiques;Moyenne;7, 10, 15, ?, 31, 42;Quel terme manque ?;"[""23"", ""22"", ""21"", ""24""]";22;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;72, 67, 62, 57, ?, 47;Quel terme manque ?;"[""53"", ""52"", ""51"", ""57""]";52;La règle est une soustraction constante de 5. Le terme manquant est donc 52, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 57 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;D, H, L, P, T, ?;Quel terme manque ?;"[""W"", ""Z"", ""X"", ""Y""]";X;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc X, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « T ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;4, 3, ?, 10, 17, 27;Quel terme manque ?;"[""8"", ""7"", ""6"", ""12""]";7;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 7, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;13, ?, 21, 25, 29, 33;Quel terme manque ?;"[""18"", ""16"", ""17"", ""20""]";17;La règle est une progression arithmétique de +4. Le terme manquant est donc 17, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 13 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +4;true
psychotechnique;suites_logiques;Moyenne;A, ?, I, M, Q, U;Quel terme manque ?;"[""E"", ""D"", ""G"", ""F""]";E;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc E, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « A ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;2, 3, 5, ?, 13, 21;Quel terme manque ?;"[""11"", ""8"", ""9"", ""7""]";8;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;86, 81, 76, 71, 66, ?;Quel terme manque ?;"[""63"", ""62"", ""60"", ""61""]";61;La règle est une soustraction constante de 5. Le terme manquant est donc 61, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 66 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;7, ?, 17, 25, 35, 47;Quel terme manque ?;"[""11"", ""16"", ""10"", ""12""]";11;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, 7, 10, ?, 27, 44;Quel terme manque ?;"[""19"", ""18"", ""16"", ""17""]";17;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 17, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 10 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;10, 20, ?, 40, 50, 60;Quel terme manque ?;"[""31"", ""33"", ""29"", ""30""]";30;La règle est une progression arithmétique de +10. Le terme manquant est donc 30, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 20 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +10;true
psychotechnique;suites_logiques;Moyenne;1, 5, ?, 19, 29, 41;Quel terme manque ?;"[""10"", ""13"", ""12"", ""11""]";11;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;54, 49, 44, 39, ?, 29;Quel terme manque ?;"[""33"", ""35"", ""39"", ""34""]";34;La règle est une soustraction constante de 5. Le terme manquant est donc 34, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 39 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;2, 4, ?, 10, 20, 22;Quel terme manque ?;"[""8"", ""9"", ""10"", ""7""]";8;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;1, ?, 4, 7, 11, 18;Quel terme manque ?;"[""4"", ""3"", ""6"", ""2""]";3;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 3, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 1 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;40, ?, 34, 31, 28, 25;Quel terme manque ?;"[""38"", ""37"", ""36"", ""40""]";37;La règle est une soustraction constante de 3. Le terme manquant est donc 37, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 40 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;F, ?, N, R, V, Z;Quel terme manque ?;"[""K"", ""L"", ""I"", ""J""]";J;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc J, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « F ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Facile;51, ?, 41, 36, 31, 26;Quel terme manque ?;"[""45"", ""47"", ""46"", ""48""]";46;La règle est une soustraction constante de 5. Le terme manquant est donc 46, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 51 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;2, 4, ?, 14, 22, 32;Quel terme manque ?;"[""8"", ""9"", ""13"", ""7""]";8;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;2, 6, 8, ?, 22, 36;Quel terme manque ?;"[""13"", ""16"", ""15"", ""14""]";14;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 14, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;10, 13, 16, 19, ?, 25;Quel terme manque ?;"[""21"", ""23"", ""22"", ""25""]";22;La règle est une progression arithmétique de +3. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 19 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +3;true
psychotechnique;suites_logiques;Moyenne;H, ?, N, Q, T, W;Quel terme manque ?;"[""K"", ""M"", ""J"", ""L""]";K;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc K, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « H ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;3, ?, 9, 15, 24, 39;Quel terme manque ?;"[""9"", ""5"", ""7"", ""6""]";6;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 6, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;88, ?, 78, 73, 68, 63;Quel terme manque ?;"[""86"", ""82"", ""83"", ""84""]";83;La règle est une soustraction constante de 5. Le terme manquant est donc 83, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 88 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;6, 8, 16, ?, 36, 38;Quel terme manque ?;"[""19"", ""20"", ""17"", ""18""]";18;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 18, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 16 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;3, ?, 8, 13, 21, 34;Quel terme manque ?;"[""5"", ""4"", ""6"", ""8""]";5;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 5, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;8, ?, 32, 44, 56, 68;Quel terme manque ?;"[""19"", ""23"", ""20"", ""21""]";20;La règle est une progression arithmétique de +12. Le terme manquant est donc 20, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +12;true
psychotechnique;suites_logiques;Moyenne;7, ?, 18, 20, 40, 42;Quel terme manque ?;"[""10"", ""8"", ""14"", ""9""]";9;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Facile;3, 6, ?, 24, 48, 96;Quel terme manque ?;"[""13"", ""11"", ""12"", ""15""]";12;La règle est une multiplication par 2 à chaque étape. Le terme manquant est donc 12, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 2;true
psychotechnique;suites_logiques;Moyenne;3, 7, ?, 21, 31, 43;Quel terme manque ?;"[""13"", ""14"", ""12"", ""16""]";13;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 13, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, ?, 12, 20, 32, 52;Quel terme manque ?;"[""9"", ""7"", ""8"", ""10""]";8;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;56, ?, 46, 41, 36, 31;Quel terme manque ?;"[""52"", ""53"", ""51"", ""50""]";51;La règle est une soustraction constante de 5. Le terme manquant est donc 51, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 56 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;B, E, H, ?, N, Q;Quel terme manque ?;"[""J"", ""K"", ""M"", ""L""]";K;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc K, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « H ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Facile;49, ?, 39, 34, 29, 24;Quel terme manque ?;"[""44"", ""43"", ""45"", ""46""]";44;La règle est une soustraction constante de 5. Le terme manquant est donc 44, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 49 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;C, ?, G, I, K, M;Quel terme manque ?;"[""E"", ""D"", ""G"", ""F""]";E;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc E, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « C ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;1, 7, ?, 15, 23, 38;Quel terme manque ?;"[""11"", ""7"", ""8"", ""9""]";8;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;20, 30, 40, ?, 60, 70;Quel terme manque ?;"[""49"", ""50"", ""51"", ""55""]";50;La règle est une progression arithmétique de +10. Le terme manquant est donc 50, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 40 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +10;true
psychotechnique;suites_logiques;Moyenne;A, E, ?, M, Q, U;Quel terme manque ?;"[""H"", ""J"", ""I"", ""K""]";I;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc I, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « E ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;3, 4, 7, ?, 18, 29;Quel terme manque ?;"[""13"", ""11"", ""10"", ""12""]";11;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;8, 10, 12, 14, 16, ?;Quel terme manque ?;"[""19"", ""18"", ""23"", ""17""]";18;La règle est une progression arithmétique de +2. Le terme manquant est donc 18, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 16 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;5, 9, ?, 23, 33, 45;Quel terme manque ?;"[""14"", ""16"", ""15"", ""17""]";15;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 15, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, 3, ?, 9, 15, 24;Quel terme manque ?;"[""5"", ""9"", ""7"", ""6""]";6;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 6, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;2, 14, 26, 38, 50, ?;Quel terme manque ?;"[""61"", ""67"", ""62"", ""63""]";62;La règle est une progression arithmétique de +12. Le terme manquant est donc 62, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 50 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +12;true
psychotechnique;suites_logiques;Moyenne;F, I, ?, O, R, U;Quel terme manque ?;"[""L"", ""M"", ""N"", ""K""]";L;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc L, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « I ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Facile;62, 59, 56, 53, ?, 47;Quel terme manque ?;"[""51"", ""55"", ""50"", ""49""]";50;La règle est une soustraction constante de 3. Le terme manquant est donc 50, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 53 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;A, C, E, G, ?, K;Quel terme manque ?;"[""J"", ""K"", ""I"", ""H""]";I;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc I, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « G ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;1, ?, 5, 9, 14, 23;Quel terme manque ?;"[""4"", ""5"", ""9"", ""3""]";4;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 4, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 1 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
