module;category;difficulty;question;expression;options;answer;explanation;hint;is_active
psychotechnique;calcul_mental;Moyenne;Combien font 631 - 469 ?;631 - 469;"[""172"", ""162"", ""163"", ""161""]";162;Le calcul à effectuer est 631 - 469, ce qui donne 162. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 72 ?;2/3 de 72;"[""58"", ""49"", ""47"", ""48""]";48;Le calcul à effectuer est 2/3 de 72, ce qui donne 48. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 10 × 10 ?;10 × 10;"[""101"", ""99"", ""110"", ""100""]";100;Le calcul à effectuer est 10 × 10, ce qui donne 100. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 20 % de 80 ?;20 % de 80;"[""16"", ""17"", ""26"", ""15""]";16;Le calcul à effectuer est 20 % de 80, ce qui donne 16. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 29 × 16 ?;29 × 16;"[""463"", ""465"", ""474"", ""464""]";464;Le calcul à effectuer est 29 × 16, ce qui donne 464. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 10 % de 100 ?;10 % de 100;"[""20"", ""9"", ""11"", ""10""]";10;Le calcul à effectuer est 10 % de 100, ce qui donne 10. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 463 + 387 ?;463 + 387;"[""849"", ""850"", ""851"", ""860""]";850;Le calcul à effectuer est 463 + 387, ce qui donne 850. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 30 × 24 ?;30 × 24;"[""719"", ""721"", ""720"", ""730""]";720;Le calcul à effectuer est 30 × 24, ce qui donne 720. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 25 % de 120 ?;25 % de 120;"[""40"", ""29"", ""31"", ""30""]";30;Le calcul à effectuer est 25 % de 120, ce qui donne 30. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 249 + 486 ?;249 + 486;"[""734"", ""735"", ""745"", ""736""]";735;Le calcul à effectuer est 249 + 486, ce qui donne 735. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 4^3 ?;4^3;"[""63"", ""65"", ""64"", ""74""]";64;Le calcul à effectuer est 4^3, ce qui donne 64. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Multiplier étape par étape;true
psychotechnique;calcul_mental;Facile;Combien font 32 / 4 ?;32 / 4;"[""8"", ""7"", ""9"", ""18""]";8;Le calcul à effectuer est 32 / 4, ce qui donne 8. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 414 + 442 ?;414 + 442;"[""856"", ""866"", ""857"", ""855""]";856;Le calcul à effectuer est 414 + 442, ce qui donne 856. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 22 × 20 ?;22 × 20;"[""441"", ""439"", ""440"", ""450""]";440;Le calcul à effectuer est 22 × 20, ce qui donne 440. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 50 % de 80 ?;50 % de 80;"[""41"", ""39"", ""50"", ""40""]";40;Le calcul à effectuer est 50 % de 80, ce qui donne 40. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 15 % de 100 ?;15 % de 100;"[""16"", ""15"", ""14"", ""25""]";15;Le calcul à effectuer est 15 % de 100, ce qui donne 15. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 2/4 de 52 ?;2/4 de 52;"[""26"", ""25"", ""27"", ""36""]";26;Le calcul à effectuer est 2/4 de 52, ce qui donne 26. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 51 + 32 ?;51 + 32;"[""84"", ""82"", ""83"", ""93""]";83;Le calcul à effectuer est 51 + 32, ce qui donne 83. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 13 × 12 ?;13 × 12;"[""166"", ""155"", ""156"", ""157""]";156;Le calcul à effectuer est 13 × 12, ce qui donne 156. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 42 × 29 ?;42 × 29;"[""1217"", ""1219"", ""1218"", ""1228""]";1218;Le calcul à effectuer est 42 × 29, ce qui donne 1218. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 50 % de 60 ?;50 % de 60;"[""31"", ""29"", ""30"", ""40""]";30;Le calcul à effectuer est 50 % de 60, ce qui donne 30. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 25 × 14 ?;25 × 14;"[""349"", ""350"", ""360"", ""351""]";350;Le calcul à effectuer est 25 × 14, ce qui donne 350. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 33 × 22 ?;33 × 22;"[""725"", ""736"", ""727"", ""726""]";726;Le calcul à effectuer est 33 × 22, ce qui donne 726. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 53 + 24 ?;53 + 24;"[""76"", ""87"", ""77"", ""78""]";77;Le calcul à effectuer est 53 + 24, ce qui donne 77. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 30 % de 180 ?;30 % de 180;"[""53"", ""64"", ""54"", ""55""]";54;Le calcul à effectuer est 30 % de 180, ce qui donne 54. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font (37 × 3) - 55 ?;(37 × 3) - 55;"[""66"", ""57"", ""56"", ""55""]";56;Le calcul à effectuer est (37 × 3) - 55, ce qui donne 56. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 20 / 2 ?;20 / 2;"[""11"", ""9"", ""20"", ""10""]";10;Le calcul à effectuer est 20 / 2, ce qui donne 10. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 75 % de 120 ?;75 % de 120;"[""90"", ""89"", ""100"", ""91""]";90;Le calcul à effectuer est 75 % de 120, ce qui donne 90. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font (58 × 8) - 71 ?;(58 × 8) - 71;"[""403"", ""393"", ""392"", ""394""]";393;Le calcul à effectuer est (58 × 8) - 71, ce qui donne 393. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 59 - 21 ?;59 - 21;"[""48"", ""38"", ""39"", ""37""]";38;Le calcul à effectuer est 59 - 21, ce qui donne 38. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 19² ?;19²;"[""361"", ""360"", ""362"", ""371""]";361;Le calcul à effectuer est 19², ce qui donne 361. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser (10+n)²;true
psychotechnique;calcul_mental;Difficile;Combien font (51 × 6) - 38 ?;(51 × 6) - 38;"[""278"", ""269"", ""268"", ""267""]";268;Le calcul à effectuer est (51 × 6) - 38, ce qui donne 268. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 18 / 2 ?;18 / 2;"[""10"", ""19"", ""9"", ""8""]";9;Le calcul à effectuer est 18 / 2, ce qui donne 9. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 500 - 428 ?;500 - 428;"[""72"", ""82"", ""71"", ""73""]";72;Le calcul à effectuer est 500 - 428, ce qui donne 72. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (31 × 4) - 83 ?;(31 × 4) - 83;"[""40"", ""42"", ""51"", ""41""]";41;Le calcul à effectuer est (31 × 4) - 83, ce qui donne 41. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 25 % de 80 ?;25 % de 80;"[""19"", ""21"", ""20"", ""30""]";20;Le calcul à effectuer est 25 % de 80, ce qui donne 20. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 15 % de 160 ?;15 % de 160;"[""25"", ""23"", ""24"", ""34""]";24;Le calcul à effectuer est 15 % de 160, ce qui donne 24. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
